,#,Player,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,Pos,Height,Weight,Age
132,9,Oliver Stevic,GCN,23,13.5,0.2,0.2,.714,0.0,0.0,.000,0.1,0.1,.738,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.4,FC,6-10,220,37
133,10,Oliver Stevic,MON,6,19.6,0.2,0.3,.541,0.0,0.0,.000,0.1,0.1,.667,0.0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.4,FC,6-10,220,37
134,10,Oliver Stevic,MON,6,19.6,0.2,0.3,.541,0.0,0.0,.000,0.1,0.1,.667,0.0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.4,FC,6-10,220,37
135,11,Javi Lopez,GCN,2,6.2,0.2,0.2,.667,0.1,0.2,.500,0.0,0.0,.000,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.4,PG,5-11,-,21
136,12,Amedeo Della Valle,GCN,4,22.6,0.1,0.3,.345,0.0,0.1,.000,0.2,0.2,.824,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.4,G,6-5,190,27
137,13,Khalifa Diop,GCN,24,8.7,0.1,0.2,.551,0.0,0.0,.000,0.1,0.2,.500,0.1,0.2,0.1,0.1,0.3,0.0,0.0,0.1,0.4,FC,6-11,231,19
138,14,Andrew Albicy,GCN,32,23.9,0.1,0.3,.393,0.1,0.1,.360,0.1,0.1,.778,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.3,PG,5-10,165,30
139,15,Jean Montero,GCN,5,5.9,0.1,0.3,.300,0.0,0.2,.000,0.1,0.1,1.000,0.2,0.3,0.0,0.2,0.2,0.1,0.0,0.0,0.3,PG,6-2,172,17
140,16,Beka Burjanadze,GCN,18,16.8,0.1,0.3,.429,0.0,0.1,.300,0.1,0.1,.711,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.3,PF,6-8,260,27
141,17,Tomas Dimsa,GCN,30,21.3,0.1,0.3,.347,0.1,0.2,.298,0.0,0.0,.800,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,SG,6-5,180,27
142,18,John Shurna,GCN,32,23.3,0.1,0.2,.508,0.0,0.1,.421,0.0,0.0,.794,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.3,F,6-9,215,30
143,19,Fabio Santana,GCN,13,5.0,0.1,0.3,.381,0.0,0.2,.200,0.0,0.0,1.000,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.3,PG,6-2,185,28
144,20,Javier Beiran,GCN,28,23.0,0.1,0.2,.489,0.0,0.1,.302,0.0,0.0,.643,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.3,SF,6-6,200,33
145,21,Jovan Kljajic,GCN,2,6.3,0.0,0.1,.000,0.0,0.1,.000,0.2,0.2,1.000,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.2,SG,6-6,200,19
146,21,Jovan Kljajic,GCN,2,6.3,0.0,0.1,.000,0.0,0.1,.000,0.2,0.2,1.000,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.2,SG,6-6,200,19
147,14,Jovan Kljajic,BBB,22,4.4,0.1,0.4,.270,0.0,0.1,.167,0.1,0.1,.800,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.3,SG,6-6,200,19
148,14,Jovan Kljajic,BBB,22,4.4,0.1,0.4,.270,0.0,0.1,.167,0.1,0.1,.800,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.3,SG,6-6,200,19
149,22,Marcis Steinbergs,GCN,2,7.3,0.0,0.1,.000,0.0,0.1,.000,0.1,0.1,1.000,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,PF,6-9,185,19
150,1,Thaddus McFadden,SPB,32,22.3,0.2,0.5,.445,0.1,0.3,.408,0.1,0.1,.855,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.6,SG,6-2,176,33
151,2,Vitor Benite,SPB,32,23.5,0.2,0.4,.454,0.1,0.2,.454,0.1,0.1,.831,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.6,SG,6-3,194,31
152,3,Jasiel Rivero,SPB,31,23.4,0.2,0.3,.576,0.0,0.1,.283,0.1,0.2,.664,0.1,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.5,C,6-9,220,27
153,4,Dejan Kravic,SPB,33,20.7,0.2,0.4,.600,0.0,0.0,.000,0.1,0.1,.530,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.5,C,7-0,240,30
154,5,Alex Renfroe,SPB,30,22.7,0.2,0.3,.528,0.0,0.1,.442,0.1,0.1,.740,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.5,G,6-2,160,34
155,6,Goran Huskic,SPB,4,6.6,0.2,0.3,.857,0.0,0.0,.000,0.0,0.2,.000,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.5,C,6-9,225,28
156,6,Goran Huskic,SPB,4,6.6,0.2,0.3,.857,0.0,0.0,.000,0.0,0.2,.000,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.5,C,6-9,225,28
157,10,Goran Huskic,BBB,21,14.2,0.2,0.3,.554,0.0,0.0,.000,0.1,0.1,.720,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.4,C,6-9,225,28
158,10,Goran Huskic,BBB,21,14.2,0.2,0.3,.554,0.0,0.0,.000,0.1,0.1,.720,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.4,C,6-9,225,28
159,7,Jordan Sakho,SPB,30,9.9,0.1,0.3,.532,0.0,0.0,.000,0.1,0.1,.744,0.1,0.3,0.1,0.1,0.3,0.0,0.1,0.0,0.4,C,6-10,220,23
160,8,Ken Horton,SPB,32,22.4,0.1,0.3,.458,0.1,0.2,.370,0.0,0.0,.722,0.0,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.4,F,6-6,190,31
161,9,Kareem Queeley,SPB,5,5.3,0.1,0.3,.500,0.0,0.0,.000,0.0,0.0,1.000,0.1,0.3,0.0,0.1,0.1,0.0,0.1,0.0,0.3,G,6-3,202,19
162,10,Maksim Salash,SPB,18,9.4,0.1,0.3,.429,0.0,0.1,.091,0.0,0.1,.545,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.3,PF,6-9,220,24
163,11,Miquel Salvo,SPB,32,14.9,0.1,0.2,.446,0.0,0.1,.345,0.1,0.1,.774,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.3,F,6-9,198,26
164,12,Xavi Rabaseda,SPB,29,19.9,0.1,0.2,.433,0.0,0.1,.312,0.1,0.1,.775,0.0,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.3,GF,6-7,205,32
165,13,Omar Cook,SPB,32,22.1,0.1,0.2,.338,0.1,0.2,.346,0.0,0.0,.724,0.1,0.1,0.0,0.1,0.1,0.3,0.1,0.0,0.2,PG,6-2,190,39
166,14,Alex Barrera,SPB,17,7.7,0.0,0.2,.286,0.0,0.2,.250,0.0,0.0,1.000,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,SG,6-7,180,28
167,15,Oliver Bieshaar,SPB,1,5.0,0.0,0.4,.000,0.0,0.2,.000,0.0,0.0,.000,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,PF,6-8,220,19
168,16,Alberto Alonso,SPB,1,7.2,0.0,0.0,.000,0.0,0.0,.000,0.0,0.3,.000,0.0,0.1,0.0,0.3,0.3,0.1,0.3,0.0,0.0,F,6-7,194,19
169,17,Angel Infante,SPB,1,2.3,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,.000,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,PG,5-11,-,22
170,1,Giorgi Shermadini,CAN,34,23.5,0.3,0.4,.667,0.0,0.0,.000,0.2,0.2,.901,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.7,C,7-1,250,31
171,2,Marcelinho Huertas,CAN,33,25.7,0.2,0.4,.519,0.0,0.1,.437,0.1,0.1,.919,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.6,PG,6-3,200,37
172,3,Fran Guerra,CAN,33,14.2,0.2,0.3,.705,0.0,0.0,.400,0.1,0.2,.684,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.5,C,7-0,250,28
173,4,Spencer Butterfield,CAN,18,13.9,0.2,0.3,.569,0.1,0.2,.591,0.0,0.1,.857,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,G,6-3,205,28
174,5,Danilo Brnovic,CAN,2,2.1,0.0,0.0,.000,0.0,0.0,.000,0.5,0.5,1.000,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.5,PF,6-6,194,20
175,6,Bruno Fitipaldo,CAN,33,23.1,0.2,0.4,.414,0.1,0.2,.333,0.1,0.1,.811,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.5,PG,6-0,183,29
176,7,Santiago Yusta,CAN,17,12.4,0.2,0.3,.531,0.1,0.2,.486,0.0,0.0,.667,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.4,SF,6-6,183,23
177,8,Emir Sulejmanovic,CAN,34,12.7,0.1,0.3,.561,0.0,0.1,.405,0.0,0.1,.577,0.0,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.4,PF,6-9,220,25
178,9,Sasu Salin,CAN,32,23.7,0.1,0.3,.404,0.1,0.2,.408,0.0,0.1,.875,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,SG,6-3,191,29
179,10,Tyler Cavanaugh,CAN,34,22.3,0.1,0.2,.552,0.0,0.1,.465,0.1,0.1,.844,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.4,F,6-9,240,27
180,11,Aaron Doornekamp,CAN,31,25.6,0.1,0.2,.431,0.1,0.2,.441,0.0,0.1,.778,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.3,PF,6-7,212,35
181,12,Sergio Rodriguez,CAN,32,13.7,0.1,0.2,.405,0.1,0.1,.451,0.0,0.0,.850,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.2,SF,6-7,202,27
182,13,Daniel Diez,CAN,10,12.3,0.1,0.1,.471,0.0,0.1,.400,0.0,0.0,.800,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,SF,6-8,216,27
183,14,Alex Lopez,CAN,19,6.7,0.0,0.2,.179,0.0,0.1,.111,0.1,0.1,.875,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.1,SG,6-2,196,29
184,15,Charles Jenkins,CAN,4,12.5,0.0,0.1,.286,0.0,0.1,.250,0.0,0.0,.000,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,G,6-3,215,32
185,16,Georgios Bogris,CAN,4,6.6,0.0,0.2,.000,0.0,0.0,.000,0.0,0.0,.000,0.2,0.3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,FC,6-11,235,32
186,1,Steven Enoch,OBR,34,15.5,0.2,0.4,.592,0.0,0.1,.343,0.1,0.1,.870,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.6,PF,6-10,260,23
187,2,Kassius Robertson,OBR,31,27.1,0.2,0.4,.419,0.1,0.2,.411,0.1,0.1,.745,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.6,G,6-3,180,26
188,3,Laurynas Birutis,OBR,30,20.5,0.2,0.3,.597,0.0,0.0,.000,0.1,0.2,.714,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.5,C,7-1,242,23
189,4,Mike Daum,OBR,28,21.2,0.2,0.4,.440,0.1,0.2,.372,0.1,0.1,.797,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.5,F,6-9,235,25
190,5,Laurynas Beliauskas,OBR,34,18.5,0.1,0.3,.413,0.1,0.2,.324,0.0,0.1,.737,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,G,6-4,175,23
191,6,Kartal Ozmizrak,OBR,15,19.5,0.1,0.3,.424,0.1,0.2,.370,0.1,0.1,.917,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.4,PG,6-2,163,25
192,7,Jake Cohen,OBR,33,22.1,0.1,0.3,.449,0.0,0.1,.337,0.1,0.1,.905,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.4,FC,6-10,235,30
193,8,Chris Czerapowicz,OBR,32,21.0,0.1,0.3,.484,0.1,0.1,.374,0.0,0.0,.812,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.4,G,6-7,210,29
194,9,Albert Oliver,OBR,31,15.1,0.1,0.2,.418,0.0,0.1,.390,0.1,0.1,.884,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,PG,6-2,185,42
195,10,Alex Suarez,OBR,30,16.3,0.1,0.2,.500,0.0,0.1,.396,0.0,0.0,1.000,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.3,PF,6-10,214,27
196,11,Alvaro Munoz,OBR,32,12.4,0.1,0.2,.354,0.1,0.2,.350,0.0,0.0,.889,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.2,SF,6-5,200,30
197,12,Pepe Pozas,OBR,20,23.5,0.1,0.2,.362,0.0,0.1,.258,0.0,0.1,.759,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.2,PG,6-0,187,28
198,13,Rafael Garcia,OBR,17,2.9,0.0,0.2,.250,0.0,0.0,.000,0.1,0.1,.667,0.1,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.2,G,6-1,-,20
199,14,Antonios Koniaris,OBR,3,8.2,0.0,0.2,.167,0.0,0.2,.000,0.1,0.1,1.000,0.2,0.1,0.1,0.0,0.1,0.3,0.1,0.0,0.2,PG,6-4,190,23
200,15,Martin Fernandez,OBR,1,1.4,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,6-4,-,19
201,1,Clevin Hannah,AND,32,24.8,0.2,0.4,.458,0.1,0.2,.417,0.1,0.1,.883,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.5,G,5-11,165,33
202,2,Jeremy Senglin,AND,29,23.8,0.2,0.4,.430,0.0,0.1,.348,0.1,0.1,.804,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.5,G,6-0,190,25
203,3,Tomasz Gielo,AND,17,17.7,0.1,0.3,.471,0.1,0.2,.484,0.1,0.1,.826,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.4,PF,6-9,228,28
204,4,Tyson Perez,AND,15,20.2,0.1,0.3,.450,0.1,0.1,.421,0.1,0.1,.719,0.0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.4,PF,6-8,214,25
205,5,David Jelinek,AND,31,22.3,0.1,0.4,.375,0.1,0.2,.345,0.0,0.1,.773,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,SG,6-5,190,30
206,6,Haukur Palsson,AND,19,20.3,0.1,0.3,.402,0.1,0.2,.377,0.1,0.1,.686,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,F,6-6,190,28
207,7,Malik Dime,AND,16,14.1,0.2,0.3,.548,0.0,0.0,.000,0.1,0.1,.704,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.1,0.4,PF,6-9,220,28
208,8,Artsiom Parakhouski,AND,17,15.0,0.1,0.3,.507,0.0,0.0,.000,0.1,0.1,.808,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.4,C,6-11,268,33
209,9,Tunde Olumuyiwa,AND,31,19.9,0.1,0.2,.638,0.0,0.0,.000,0.1,0.1,.630,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.3,FC,6-8,220,29
210,10,Oriol Pauli,AND,31,21.7,0.1,0.3,.438,0.0,0.1,.239,0.1,0.1,.772,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.3,GF,6-7,185,26
211,11,Bandja Sy,AND,21,19.1,0.1,0.3,.417,0.0,0.1,.236,0.0,0.0,.737,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.3,F,6-8,214,30
212,12,Fausto Ruesga,AND,3,9.1,0.1,0.2,.500,0.1,0.2,.400,0.0,0.0,.000,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.3,SF,6-7,-,20
213,13,Sergi Garcia,AND,31,16.9,0.1,0.3,.336,0.1,0.2,.355,0.0,0.1,.667,0.1,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.3,PG,6-3,181,24
214,14,Nacho Llovet,AND,24,15.8,0.1,0.2,.506,0.0,0.0,.182,0.0,0.1,.727,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.3,FC,6-8,225,29
215,15,Guillem Colom,AND,16,4.7,0.1,0.3,.292,0.0,0.2,.077,0.0,0.0,1.000,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.2,PF,6-4,192,29
216,16,Charlon Kloof,AND,5,13.5,0.1,0.3,.217,0.0,0.2,.214,0.0,0.0,1.000,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.2,G,6-3,195,30
217,16,Charlon Kloof,AND,5,13.5,0.1,0.3,.217,0.0,0.2,.214,0.0,0.0,1.000,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.2,G,6-3,195,30
218,19,Charlon Kloof,MON,9,8.9,0.1,0.2,.294,0.0,0.1,.125,0.0,0.0,1.000,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.2,G,6-3,195,30
219,19,Charlon Kloof,MON,9,8.9,0.1,0.2,.294,0.0,0.1,.125,0.0,0.0,1.000,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.2,G,6-3,195,30
220,17,Saulius Kulvietis,AND,6,15.9,0.0,0.2,.200,0.0,0.2,.200,0.0,0.0,1.000,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.2,F,6-9,220,30
221,18,Albert Pons,AND,2,7.1,0.0,0.1,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.3,0.0,0.1,0.1,0.0,0.1,0.0,0.0,SG,6-5,187,19
222,19,Alexis Bartolome,AND,1,4.8,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,.000,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,F,6-7,201,22
223,1,J.J. Barea,EST,18,22.8,0.2,0.5,.361,0.1,0.2,.308,0.1,0.1,.811,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.6,G,5-10,180,36
224,2,Aleksa Avramovic,EST,35,29.7,0.2,0.4,.437,0.0,0.1,.322,0.1,0.1,.834,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.6,G,6-3,190,26
225,3,John Roberson,EST,31,22.0,0.2,0.4,.419,0.1,0.3,.404,0.1,0.1,.951,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.5,PG,5-11,168,32
226,4,Alessandro Gentile,EST,17,24.6,0.2,0.5,.431,0.0,0.1,.207,0.1,0.1,.714,0.1,0.1,0.0,0.2,0.2,0.1,0.0,0.0,0.5,SF,6-6,228,28
227,5,Victor Arteaga,EST,35,17.8,0.2,0.3,.631,0.0,0.0,.000,0.1,0.1,.705,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.5,C,7-0,214,28
228,6,Angel Delgado,EST,33,20.9,0.2,0.3,.650,0.0,0.0,.000,0.1,0.1,.396,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.0,0.4,C,6-10,230,26
229,7,Alec Brown,EST,35,22.9,0.1,0.3,.436,0.1,0.2,.397,0.0,0.0,.750,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.4,C,7-1,235,28
230,8,Nemanja Djurisic,EST,33,17.9,0.1,0.3,.454,0.0,0.1,.350,0.0,0.0,.708,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.3,F,6-8,230,29
231,9,Dovydas Giedraitis,EST,16,18.8,0.1,0.3,.422,0.1,0.2,.370,0.0,0.0,.778,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.3,PG,6-4,165,20
232,10,Martins Laksa,EST,6,9.4,0.1,0.3,.333,0.1,0.2,.400,0.1,0.1,1.000,0.0,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.3,SF,6-7,198,30
233,11,Edwin Jackson,EST,11,21.3,0.1,0.4,.310,0.0,0.1,.269,0.1,0.1,.667,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,SG,6-2,201,31
234,12,Aleksandar Cvetkovic,EST,27,15.2,0.1,0.2,.494,0.1,0.1,.415,0.0,0.0,.895,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,PG,6-2,165,27
235,13,Edgar Vicedo,EST,29,17.1,0.1,0.2,.405,0.0,0.1,.339,0.0,0.0,.944,0.0,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.3,SF,6-8,200,26
236,14,Christ Koumadje,EST,6,4.9,0.1,0.2,.600,0.0,0.0,.000,0.0,0.1,.250,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.2,C,7-4,270,24
237,15,Adams Sola,EST,30,7.2,0.1,0.2,.333,0.0,0.1,.200,0.0,0.0,.429,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.1,G,6-5,165,20
238,16,Ruben Dominguez,EST,5,5.0,0.0,0.3,.143,0.0,0.2,.250,0.0,0.0,.000,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,SG,6-6,-,18
239,17,Emil Stoilov,EST,9,1.9,0.1,0.2,.250,0.0,0.0,.000,0.0,0.0,.000,0.1,0.3,0.1,0.2,0.3,0.1,0.0,0.1,0.1,C,6-11,215,19
240,18,Zeljko Sakic,EST,1,22.3,0.0,0.0,.000,0.0,0.0,.000,0.1,0.1,1.000,0.0,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.1,F,6-7,234,32
241,19,Diego Alderete,EST,1,2.7,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,6-8,207,20
242,20,Nacho Arroyo,EST,2,5.8,0.0,0.3,.000,0.0,0.2,.000,0.0,0.0,.000,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,PG,6-1,170,21
243,1,Jaycee Carroll,RMB,28,15.6,0.2,0.5,.493,0.1,0.3,.429,0.1,0.1,.946,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,SG,6-2,170,37
244,2,Sergio Llull,RMB,21,17.4,0.2,0.5,.394,0.1,0.3,.351,0.1,0.1,.784,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.5,PG,6-3,190,33
245,3,Rudy Fernandez,RMB,19,13.7,0.2,0.4,.449,0.1,0.3,.450,0.0,0.1,.632,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.5,SG,6-6,185,35
246,4,Facundo Campazzo,RMB,10,21.8,0.2,0.3,.452,0.1,0.2,.350,0.1,0.1,.903,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.5,PG,5-11,165,29
247,5,Fabien Causeur,RMB,25,20.8,0.2,0.3,.492,0.1,0.2,.443,0.1,0.1,.800,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.5,SG,6-3,198,33
248,6,Vincent Poirier,RMB,4,23.1,0.2,0.4,.576,0.0,0.1,.333,0.0,0.1,.600,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.1,0.5,C,7-0,235,27
249,7,Trey Thompkins,RMB,27,20.6,0.2,0.3,.514,0.1,0.1,.425,0.1,0.1,.860,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.5,PF,6-10,245,30
250,8,Nicolas Laprovittola,RMB,29,20.5,0.1,0.3,.449,0.1,0.2,.427,0.1,0.1,.860,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.5,PG,6-4,180,31
251,9,Edy Tavares,RMB,30,24.0,0.2,0.3,.696,0.0,0.0,.500,0.1,0.1,.723,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.1,0.5,C,7-3,265,28
252,10,Gabriel Deck,RMB,21,23.3,0.1,0.3,.533,0.0,0.1,.333,0.1,0.1,.862,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.4,F,6-6,210,26
253,11,Alex Tyus,RMB,16,14.0,0.2,0.3,.571,0.0,0.0,.000,0.1,0.1,.882,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.4,F,6-8,220,33
254,12,Tristan Vukcevic,RMB,13,9.9,0.1,0.3,.424,0.1,0.1,.474,0.1,0.1,.706,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.1,0.4,C,6-9,180,17
255,13,Alberto Abalde,RMB,30,19.3,0.1,0.3,.442,0.1,0.1,.438,0.1,0.1,.833,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,GF,6-7,215,25
256,14,Carlos Alocen,RMB,29,13.3,0.1,0.3,.348,0.0,0.2,.273,0.1,0.1,.700,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,PG,6-5,205,20
257,15,Jeffery Taylor,RMB,26,16.1,0.1,0.2,.489,0.1,0.1,.386,0.1,0.1,.727,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.3,SF,6-7,225,31
258,16,Anthony Randolph,RMB,5,17.2,0.1,0.3,.321,0.1,0.2,.333,0.0,0.0,1.000,0.1,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.3,PF,6-11,225,31
259,17,Usman Garuba,RMB,34,18.8,0.1,0.2,.459,0.0,0.1,.318,0.0,0.1,.656,0.0,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.3,C,6-8,220,18
260,18,Felipe Reyes,RMB,11,7.0,0.1,0.3,.318,0.0,0.0,.333,0.1,0.1,.714,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.3,FC,6-9,265,40
261,1,Alade Aminu,BBB,5,12.8,0.2,0.3,.600,0.0,0.0,.000,0.1,0.1,.778,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.5,C,6-10,225,33
262,2,Ondrej Balvin,BBB,22,25.4,0.2,0.3,.652,0.0,0.0,.000,0.1,0.2,.733,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.1,0.5,C,7-1,215,28
263,3,Jaylon Brown,BBB,32,26.2,0.2,0.4,.419,0.1,0.2,.343,0.1,0.1,.830,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.5,G,6-0,185,26
264,4,John Jenkins,BBB,19,27.7,0.2,0.4,.443,0.1,0.2,.407,0.0,0.0,.760,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.5,SG,6-4,215,29
265,5,Jaroslaw Zyskowski,BBB,27,20.1,0.1,0.3,.443,0.0,0.1,.361,0.1,0.2,.732,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,SF,6-7,220,28
266,6,Jonathan Rousselle,BBB,27,24.5,0.1,0.3,.468,0.1,0.1,.354,0.1,0.1,.827,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.4,PG,6-3,185,31
