,#,Player,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,Pos,Height,Weight,Age
266,8,Arnoldas Kulboka,BBB,30,22.5,5.5,12.7,.435,3.4,8.0,.430,1.6,2.0,.794,1.8,2.0,1.8,4.9,6.7,0.9,0.9,0.3,16.0,SF,6-10,215,23
267,9,Moses Kingsley,BBB,8,11.3,6.2,15.5,.400,1.3,4.0,.333,1.8,2.2,.800,3.5,4.4,4.0,4.4,8.4,0.9,0.4,2.2,15.5,PF,6-10,230,26
268,10,Regimantas Miniotas,BBB,22,19.8,6.2,11.2,.549,0.6,2.0,.318,2.0,2.6,.786,2.3,4.3,2.9,5.8,8.7,2.1,0.9,0.1,15.0,C,6-9,210,24
269,12,Ludde Hakanson,BBB,24,21.9,5.1,13.3,.383,2.1,6.2,.346,1.7,2.1,.821,3.6,3.4,0.7,3.0,3.7,5.7,1.3,0.3,14.1,PG,6-3,184,24
270,13,Alex Reyes,BBB,32,12.0,4.7,11.0,.425,2.3,6.5,.349,1.1,1.3,.846,1.9,3.6,1.3,3.9,5.3,1.5,1.6,0.1,12.8,SF,6-7,187,27
271,15,Ioannis Athinaiou,BBB,4,18.1,3.3,8.8,.375,2.2,7.2,.308,2.2,2.2,1.000,2.8,2.8,0.0,4.4,4.4,4.4,0.0,0.0,11.1,SG,6-5,198,32
272,16,Felipe Dos Anjos,BBB,26,9.8,4.7,8.5,.556,0.0,0.0,.000,1.3,1.7,.727,4.2,7.8,4.1,8.5,12.5,1.3,1.7,2.2,10.7,C,7-2,230,22
273,17,Quentin Serron,BBB,20,16.6,4.6,10.1,.452,1.1,4.0,.273,0.1,0.1,1.000,1.8,5.3,1.0,3.0,4.0,2.2,1.4,0.1,10.4,SG,6-2,205,31
274,18,Tomeu Rigo,BBB,4,9.0,3.3,8.8,.375,3.3,6.6,.500,0.0,0.0,.000,1.1,5.5,1.1,2.2,3.3,1.1,0.0,0.0,10.0,SG,6-3,176,23
275,19,Aaron Jones,BBB,8,19.7,3.3,7.9,.419,0.8,2.0,.375,1.0,1.5,.667,2.8,3.8,4.6,3.0,7.6,2.0,1.0,0.8,8.4,F,6-9,220,27
276,20,Inigo Betolaza,BBB,3,5.7,0.0,2.3,.000,0.0,2.3,.000,0.0,0.0,.000,4.7,7.0,2.3,0.0,2.3,4.7,2.3,0.0,0.0,PG,6-1,-,20
277,21,Nahuel Garcia,BBB,1,1.5,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,6-2,-,19
278,1,Youssoupha Fall,CAJ,27,12.2,7.9,12.9,.613,0.0,0.0,.000,4.9,7.5,.645,4.4,5.7,4.9,8.0,12.9,1.2,0.4,2.3,20.6,C,7-3,271,26
279,2,Zoran Dragic,CAJ,31,18.0,6.7,13.3,.500,1.5,4.9,.304,4.2,6.3,.670,2.5,3.3,1.0,2.8,3.8,1.9,1.2,0.1,19.1,SG,6-5,200,31
280,3,Alec Peters,CAJ,32,21.8,6.4,13.6,.471,2.6,6.8,.387,3.3,3.6,.919,2.2,3.7,1.8,5.3,7.2,2.2,0.9,0.5,18.7,F,6-9,225,25
281,4,Luca Vildoza,CAJ,27,23.5,6.1,14.6,.420,2.7,7.6,.355,3.7,4.4,.829,4.0,2.5,0.4,2.4,2.8,6.3,2.8,0.1,18.6,PG,6-3,190,25
282,5,Rokas Giedraitis,CAJ,34,30.0,6.1,13.0,.473,2.6,6.6,.389,3.2,3.8,.835,1.3,2.3,1.3,3.1,4.4,2.2,1.7,0.2,18.0,SG,6-6,179,28
283,6,Achille Polonara,CAJ,33,26.5,6.4,13.3,.479,2.1,6.2,.341,2.3,3.3,.685,1.8,2.7,2.5,5.8,8.2,2.9,1.7,0.8,17.1,PF,6-8,198,29
284,7,Ilimane Diop,CAJ,28,10.4,5.6,12.9,.436,1.9,5.1,.378,3.7,4.4,.844,1.5,7.1,2.1,4.7,6.7,2.1,0.7,1.6,16.8,C,6-11,216,25
285,8,Pierria Henry,CAJ,34,24.8,6.0,12.5,.479,1.2,3.1,.394,3.1,3.8,.815,3.9,3.1,0.6,3.7,4.2,8.6,2.4,0.4,16.3,G,6-5,197,28
286,9,Tonye Jekiri,CAJ,29,18.3,5.4,10.1,.537,0.0,0.0,.000,3.0,4.0,.755,3.2,3.9,2.3,7.5,9.7,2.9,1.9,0.8,13.9,C,7-0,227,26
287,10,Tadas Sedekerskis,CAJ,33,18.0,4.4,7.4,.591,0.7,1.9,.357,2.0,2.5,.811,1.0,1.3,2.6,6.5,9.1,2.0,1.5,0.7,11.5,SF,6-8,205,23
288,11,Sander Raieste,CAJ,20,7.5,3.7,7.7,.483,1.1,2.7,.400,0.8,1.3,.600,2.9,5.6,1.6,2.9,4.5,2.7,3.2,0.0,9.3,SF,6-8,210,21
289,12,Arturs Kurucs,CAJ,28,9.1,3.3,10.4,.318,1.6,6.5,.244,0.8,1.3,.625,3.6,5.5,1.1,0.8,1.9,2.7,1.1,0.2,9.0,SG,6-3,190,21
290,13,Quim Colom,CAJ,3,13.0,2.0,11.3,.182,1.0,6.1,.167,2.0,6.1,.333,3.1,0.0,1.0,3.1,4.1,4.1,2.0,0.0,7.2,PG,6-2,194,32
291,13,Quim Colom,CAJ,3,13.0,2.0,11.3,.182,1.0,6.1,.167,2.0,6.1,.333,3.1,0.0,1.0,3.1,4.1,4.1,2.0,0.0,7.2,PG,6-2,194,32
292,14,Frantz Massenat,CAJ,2,6.0,0.0,6.7,.000,0.0,6.7,.000,0.0,0.0,.000,6.7,6.7,0.0,0.0,0.0,3.3,0.0,0.0,0.0,G,6-4,190,29
293,1,Conner Frankamp,MUR,23,25.8,9.0,20.9,.429,3.8,10.2,.371,3.2,3.8,.857,3.0,3.2,0.7,2.8,3.5,5.3,1.2,0.3,25.0,PG,6-1,169,25
294,2,Kostas Vasiliadis,MUR,6,8.7,6.1,16.0,.381,5.3,14.5,.368,3.8,3.8,1.000,2.3,4.6,0.8,7.6,8.4,4.6,2.3,1.5,21.4,F,6-7,225,36
295,3,Jordan Davis,MUR,32,21.7,7.8,18.9,.416,0.8,3.2,.250,4.6,6.9,.664,4.1,4.6,1.1,2.2,3.3,4.2,2.1,0.4,21.1,PG,6-2,185,23
296,4,Isaiah Taylor,MUR,10,26.4,8.2,18.8,.435,2.1,7.0,.304,2.0,2.3,.867,3.0,5.0,0.6,1.8,2.4,5.0,0.9,0.2,20.4,G,6-3,170,26
297,5,Nemanja Radovic,MUR,34,20.4,8.0,15.5,.515,0.9,3.3,.259,2.8,4.5,.615,2.5,4.2,3.6,5.7,9.3,1.2,1.2,0.9,19.6,PF,6-8,215,29
298,6,David DiLeo,MUR,18,19.4,5.6,13.7,.408,4.2,11.2,.378,2.2,2.4,.905,1.3,4.2,0.3,3.2,3.6,0.8,1.6,0.3,17.6,SF,6-8,224,24
299,7,James Webb III,MUR,15,24.9,5.8,12.4,.466,2.4,6.0,.393,3.1,4.1,.763,1.6,4.5,3.3,6.9,10.2,1.6,1.5,0.3,17.0,F,6-9,202,27
300,8,Peter Jok,MUR,22,16.0,6.1,13.4,.458,2.6,6.1,.426,1.6,1.8,.875,2.2,5.1,0.8,4.6,5.3,0.8,1.4,0.2,16.5,G,6-6,205,26
301,9,Ismael Corraliza,MUR,2,2.6,7.7,23.2,.333,0.0,7.7,.000,0.0,0.0,.000,0.0,0.0,15.4,0.0,15.4,0.0,0.0,0.0,15.4,GF,6-4,-,21
302,10,Emanuel Cate,MUR,34,16.9,5.9,10.2,.575,0.3,0.8,.364,3.2,3.9,.821,2.9,5.0,4.8,6.2,11.0,1.3,0.8,0.8,15.2,PF,6-9,225,23
303,11,D.J. Strawberry,MUR,27,18.1,4.8,14.8,.326,2.8,9.5,.293,1.4,2.4,.586,3.0,4.6,0.6,2.9,3.4,3.8,1.8,0.5,13.8,G,6-5,205,35
304,12,Tomas Bellas,MUR,27,22.2,4.3,9.8,.438,1.9,4.9,.384,2.9,3.5,.811,2.1,4.6,0.7,2.4,3.1,5.2,1.9,0.0,13.3,PG,6-1,198,33
305,12,Tomas Bellas,MUR,27,22.2,4.3,9.8,.438,1.9,4.9,.384,2.9,3.5,.811,2.1,4.6,0.7,2.4,3.1,5.2,1.9,0.0,13.3,PG,6-1,198,33
306,21,Tomas Bellas,MON,3,13.6,1.0,8.8,.111,0.0,2.9,.000,0.0,0.0,.000,3.9,2.9,0.0,2.0,2.0,2.9,1.0,0.0,2.0,PG,6-1,198,33
307,21,Tomas Bellas,MON,3,13.6,1.0,8.8,.111,0.0,2.9,.000,0.0,0.0,.000,3.9,2.9,0.0,2.0,2.0,2.9,1.0,0.0,2.0,PG,6-1,198,33
308,13,Augusto Lima,MUR,33,21.3,5.8,10.5,.549,0.0,0.1,.000,1.0,3.5,.295,3.2,5.2,5.7,7.8,13.5,3.6,1.9,1.8,12.5,PF,6-10,235,29
309,14,Sadiel Rojas,MUR,34,21.8,3.4,7.9,.429,1.2,3.6,.333,2.1,2.9,.722,2.2,5.6,2.9,4.9,7.8,1.5,1.7,0.2,10.1,GF,6-4,190,31
310,15,Caio De Souza Pacheco,MUR,3,14.7,2.7,10.9,.250,0.9,5.4,.167,1.8,2.7,.667,3.6,4.5,0.9,1.8,2.7,5.4,0.9,0.0,8.2,G,6-2,190,22
311,16,Marques Townes,MUR,19,9.1,3.2,9.5,.341,0.5,1.8,.250,0.5,1.2,.400,1.2,3.7,0.5,2.3,2.8,2.5,1.8,0.0,7.4,G,6-4,208,25
312,17,Rafa Luz,MUR,9,9.6,2.3,8.8,.263,0.5,5.1,.091,1.9,5.6,.333,3.7,5.1,0.5,6.5,7.0,2.8,3.7,0.0,7.0,PG,6-3,202,29
313,18,Rinalds Malmanis,MUR,11,5.3,0.7,6.1,.111,0.0,2.0,.000,1.4,1.4,1.000,1.4,4.1,2.0,4.8,6.8,2.7,0.7,0.0,2.7,PF,6-9,210,24
314,19,Alex Antetokounmpo,MUR,1,2.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6-7,190,19
315,20,Wilhelm Falk,MUR,1,0.1,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,6-7,220,17
316,21,Noah Sorensen,MUR,2,0.6,0.0,31.2,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,6-4,-,18
317,1,Dario Brizuela,UNI,32,23.9,9.1,19.7,.464,2.9,8.2,.357,2.2,2.9,.768,2.8,3.1,0.4,2.4,2.7,5.2,1.6,0.1,23.5,SG,6-4,161,26
318,2,Axel Bouteille,UNI,30,20.4,8.0,18.2,.437,3.0,8.2,.368,1.8,2.1,.844,0.8,1.2,0.6,3.4,4.0,2.0,0.9,0.3,20.7,SF,6-6,180,25
319,4,Francis Alonso,UNI,34,17.4,5.7,12.5,.457,3.4,8.1,.425,3.5,4.0,.867,2.4,3.9,1.1,1.7,2.8,1.6,1.1,0.0,18.4,G,6-3,185,24
320,5,Deon Thompson,UNI,34,19.5,7.0,14.6,.477,1.4,4.2,.343,1.4,2.0,.697,2.3,3.9,2.0,4.6,6.6,1.7,1.4,0.9,16.8,PF,6-8,250,32
321,7,Adam Waczynski,UNI,34,18.8,5.8,12.0,.484,2.7,5.9,.468,2.3,2.9,.787,1.6,3.5,1.4,2.9,4.4,2.2,1.1,0.1,16.7,GF,6-6,210,31
322,8,Tim Abromaitis,UNI,34,21.3,5.6,11.0,.508,2.2,5.6,.382,2.5,3.2,.807,1.8,3.8,2.1,4.9,7.0,1.4,1.5,0.4,15.9,PF,6-8,236,31
323,9,Gal Mekel,UNI,9,16.5,5.9,13.2,.449,0.0,1.4,.000,2.7,3.8,.714,3.8,3.8,0.3,3.0,3.2,8.9,1.4,0.3,14.6,PG,6-3,202,32
324,10,Yannick Nzosa,UNI,23,12.5,6.1,9.5,.647,0.0,0.0,.000,1.7,2.2,.750,1.5,7.2,2.9,6.4,9.3,1.1,1.4,3.2,13.9,C,7-0,174,17
325,11,Malcolm Thomas,UNI,12,19.9,5.4,9.4,.571,0.0,0.3,.000,2.9,3.4,.850,1.8,6.0,4.5,5.7,10.2,2.3,1.3,1.7,13.6,F,6-9,225,32
326,12,Carlos Suarez,UNI,12,11.1,3.6,8.1,.444,2.7,6.3,.429,2.7,3.0,.900,1.8,2.4,2.1,7.2,9.3,4.5,1.2,0.6,12.7,SF,6-8,233,34
327,13,Volodymyr Herun,UNI,20,13.5,4.6,6.5,.705,0.0,0.0,.000,3.0,3.9,.769,1.8,5.3,3.4,6.2,9.6,1.5,0.9,0.6,12.2,C,6-10,250,26
328,14,Alberto Diaz,UNI,27,23.9,3.7,9.5,.386,2.2,6.2,.360,1.3,1.6,.808,1.4,4.2,0.7,2.8,3.5,5.8,2.7,0.0,10.8,PG,6-2,187,26
329,15,Ruben Guerrero,UNI,34,14.3,4.7,7.0,.671,0.0,0.0,.000,1.2,1.8,.682,1.9,5.8,3.7,5.6,9.3,1.4,1.3,0.7,10.6,F,7-0,240,25
330,16,Pablo Sanchez,UNI,6,3.7,1.8,12.6,.143,0.0,7.2,.000,1.8,3.6,.500,5.4,7.2,0.0,5.4,5.4,1.8,1.8,0.0,5.4,PG,6-4,174,18
331,1,Melo Trimble,MON,32,28.0,7.2,16.9,.426,2.8,8.3,.335,6.9,8.0,.866,4.5,3.5,0.4,3.0,3.3,4.7,2.1,0.1,24.0,G,6-3,195,26
332,2,Marc Garcia,MON,25,18.5,7.2,16.8,.428,2.8,7.1,.390,5.1,6.1,.843,2.7,3.0,1.4,3.1,4.5,1.6,1.4,0.3,22.2,GF,6-6,180,24
333,3,Robert Upshaw,MON,3,23.1,7.5,15.0,.500,0.0,0.6,.000,2.9,4.6,.625,2.9,3.5,2.3,5.8,8.1,2.3,2.3,2.3,17.9,C,7-0,250,27
334,4,Leonardo Meindl,MON,34,25.8,6.4,14.4,.445,1.0,3.6,.263,3.4,5.1,.670,2.8,4.3,3.2,5.8,9.0,2.5,2.3,0.1,17.2,SF,6-7,200,27
335,5,Kyle Alexander,MON,22,22.0,6.8,11.2,.603,0.5,1.1,.462,2.9,4.4,.660,2.4,4.8,5.0,6.9,11.9,0.7,0.8,2.1,16.9,PF,6-10,216,24
336,6,Alex Urtasun,MON,18,8.7,5.1,11.5,.444,2.3,5.9,.391,4.3,4.6,.944,1.8,2.6,0.8,1.8,2.6,4.3,1.0,0.0,16.9,G,6-4,187,36
337,7,Obi Emegano,MON,33,24.2,6.1,15.1,.405,1.5,5.1,.294,2.5,3.5,.700,2.0,4.0,1.3,3.3,4.6,2.0,2.0,0.1,16.2,GF,6-3,215,27
338,8,Cheick Diallo,MON,4,13.1,7.7,12.3,.625,0.0,0.0,.000,0.8,1.5,.500,2.3,5.4,3.1,6.9,10.0,1.5,1.5,0.0,16.1,PF,6-9,220,24
339,9,Shevon Thompson,MON,11,12.8,6.3,9.4,.667,0.0,0.0,.000,3.1,4.3,.733,6.3,5.4,4.8,9.1,13.9,0.6,2.3,2.6,15.6,C,7-0,242,27
340,11,Christian Eyenga,MON,34,24.1,5.9,13.0,.457,0.8,2.9,.271,2.2,3.8,.577,1.8,3.3,2.0,4.0,5.9,3.6,1.8,1.3,14.9,GF,6-7,210,31
341,12,Jovan Novak,MON,16,21.8,4.8,10.7,.452,2.5,6.9,.367,2.2,3.3,.655,3.2,3.1,0.6,3.0,3.6,6.6,1.1,0.0,14.3,G,6-3,187,26
342,13,Josh Sharma,MON,14,10.0,5.4,8.8,.613,0.0,0.6,.000,3.1,4.6,.688,4.0,10.8,4.3,4.9,9.1,1.1,0.0,4.0,14.0,C,7-0,230,24
343,14,"Kwan Cheatham, Jr.",MON,16,18.7,4.8,11.6,.414,2.9,7.4,.400,0.9,1.1,.875,1.1,3.6,1.3,4.7,6.0,0.8,1.2,0.4,13.5,F,6-10,235,25
344,15,Vyacheslav Bobrov,MON,5,14.7,4.9,9.8,.500,0.5,1.1,.500,2.7,3.8,.714,1.1,6.0,2.7,2.7,5.4,3.3,1.6,0.5,13.1,SF,6-8,224,28
345,16,Ziga Samar,MON,32,10.0,5.1,11.3,.451,0.9,3.9,.226,0.7,1.1,.667,4.6,7.6,1.1,3.9,5.0,6.4,1.6,0.1,11.8,PG,6-6,184,20
346,17,Siim-Sander Vene,MON,12,21.2,4.3,10.9,.391,1.9,6.6,.286,0.9,1.3,.750,1.1,3.5,1.3,3.0,4.3,1.9,1.1,0.0,11.3,SF,6-7,207,30
347,18,Bassala Bagayoko,MON,3,6.9,1.9,1.9,1.000,0.0,0.0,.000,3.9,3.9,1.000,0.0,3.9,1.9,7.7,9.6,0.0,0.0,3.9,7.7,-,6-8,-,14
348,20,Chema Gonzalez,MON,28,9.9,2.3,5.9,.390,0.0,0.1,.000,0.0,1.0,.000,2.6,7.9,5.7,3.7,9.5,1.9,1.9,1.1,4.6,FC,6-9,203,29
349,22,Osas Ehigitor,MON,7,7.8,0.0,2.9,.000,0.0,0.0,.000,0.0,0.0,.000,5.1,9.5,0.7,6.6,7.3,0.7,1.5,1.5,0.0,C,6-10,202,21
350,23,Rodijs Macoha,MON,1,0.7,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6-7,200,18
351,24,Njegos Sikiras,MON,2,2.3,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,8.6,17.2,0.0,8.6,8.6,8.6,0.0,0.0,0.0,F,6-8,210,21
352,25,Juanjo Santana,MON,2,1.1,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6-9,-,19
353,1,Bojan Dubljevic,VAL,27,21.6,8.6,16.6,.519,2.3,5.1,.446,4.6,5.2,.882,4.1,3.0,4.1,6.5,10.5,5.6,1.6,0.3,24.1,FC,6-9,242,29
354,2,Klemen Prepelic,VAL,32,20.5,7.0,15.3,.458,3.0,8.9,.340,5.2,5.4,.955,3.2,3.9,0.5,2.9,3.4,5.2,1.3,0.1,22.2,SG,6-3,170,28
355,3,Mike Tobey,VAL,33,18.7,8.8,14.2,.624,1.6,4.0,.403,1.9,2.7,.714,2.1,3.8,2.7,7.1,9.8,1.9,0.9,0.8,21.2,C,7-0,260,26
356,4,Vanja Marinkovic,VAL,11,17.7,6.6,16.0,.410,4.7,10.1,.469,1.2,1.6,.750,1.6,1.9,0.6,1.2,1.9,1.4,1.2,0.2,19.1,G,6-6,194,24
357,5,Martin Hermannsson,VAL,30,16.9,5.9,13.7,.431,1.9,5.0,.381,3.8,4.1,.923,3.3,5.1,0.7,2.5,3.2,6.7,1.4,0.0,17.5,G,6-3,170,26
358,6,Nikola Kalinic,VAL,33,22.9,5.9,10.8,.541,1.2,3.1,.390,3.8,4.7,.807,2.2,4.0,1.5,4.8,6.3,4.9,1.4,0.3,16.7,F,6-8,222,29
359,7,Derrick Williams,VAL,31,17.0,6.0,12.1,.494,1.7,4.3,.404,2.7,4.3,.632,2.8,4.1,0.7,4.4,5.1,1.5,1.2,0.2,16.5,F,6-8,240,29
360,8,Louis Labeyrie,VAL,29,23.4,5.9,9.5,.621,1.9,3.8,.492,2.1,2.9,.714,1.3,1.2,2.1,6.4,8.6,1.0,1.1,0.6,15.8,PF,6-10,200,29
361,9,Joan Sastre,VAL,20,17.8,5.6,10.4,.538,2.4,5.3,.447,1.6,1.9,.824,2.2,2.4,0.7,2.2,2.9,4.2,1.6,0.7,15.2,SF,6-7,200,29
362,10,Sam Van Rossom,VAL,31,21.3,5.1,10.1,.506,2.7,5.9,.459,2.2,2.4,.925,2.8,2.4,0.2,2.4,2.7,6.8,1.3,0.1,15.2,PG,6-2,180,34
363,11,Fernando San Emeterio,VAL,27,15.4,5.1,11.7,.434,1.5,5.2,.296,2.3,3.2,.727,1.8,2.1,0.5,5.0,5.5,3.5,1.0,0.0,14.0,GF,6-6,232,37
364,12,Jaime Pradilla,VAL,25,8.7,5.7,10.3,.554,0.6,1.1,.500,1.7,2.6,.643,3.5,5.1,3.9,4.6,8.5,1.3,0.7,0.0,13.6,C,6-9,234,20
365,13,Guillem Ferrando,VAL,2,3.0,0.0,13.2,.000,0.0,6.6,.000,13.2,13.2,1.000,13.2,6.6,0.0,6.6,6.6,6.6,0.0,0.0,13.2,PG,6-1,-,19
366,14,Josep Puerto,VAL,16,8.6,3.5,7.5,.462,2.6,4.3,.600,2.0,2.6,.778,1.2,3.2,0.9,3.8,4.6,0.9,0.6,0.3,11.6,G,6-6,198,21
367,15,Guillem Vives,VAL,25,19.5,3.7,9.6,.385,1.7,5.6,.309,0.8,1.1,.769,2.1,4.3,0.5,3.1,3.6,4.4,2.3,0.7,9.9,PG,6-3,172,27
368,16,Millan Jimenez,VAL,2,0.6,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,65.8,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF,6-6,200,18
